,jpy_2d,can_2d,cny_2d,interest_2d,inflation_2d
2825,109.38093377558681,1.3468351546145443,6.838511092841193,2.4472949077532307,1.8079601330589914
2826,109.38063424277297,1.3468424594146482,6.838515572421573,2.4472783852063906,1.8074841879209649
2827,109.38033471077947,1.3468497642543709,6.838520052004888,2.4472618627710996,1.8070083680753997
2828,109.38003517960622,1.3468570691337127,6.838524531591136,2.447245340447358,1.806532673489312
2829,109.37973564925322,1.3468643740526738,6.83852901118032,2.447228818235164,1.8060571041297275
2830,109.37943611972045,1.3468716790112545,6.838533490772439,2.4472122961345173,1.8055816599636805
2832,109.37913659100785,1.346878984009455,6.838537970367491,2.447195774145418,1.805106340958214
2833,109.37883706311557,1.3468862890472753,6.838542449965476,2.4471792522678633,1.8046311470803789
2834,109.37853753604354,1.346893594124716,6.838546929566397,2.4471627305018537,1.8041560782972355
2835,109.37823800979174,1.3469008992417768,6.838551409170253,2.4471462088473888,1.803681134575853
2836,109.37793848436017,1.3469082043984584,6.8385558887770435,2.447129687304467,1.8032063158833087
2837,109.37763895974874,1.3469155095947607,6.838560368386766,2.447113165873088,1.802731622186689
2838,109.37733943595764,1.346922814830684,6.838564847999425,2.4470966445532514,1.8022570534530884
2839,109.37703991298676,1.3469301201062287,6.838569327615018,2.4470801233449557,1.8017826096496108
2840,109.3767403908361,1.3469374254213948,6.838573807233544,2.4470636022482006,1.801308290743368
2841,109.37644086950569,1.3469447307761826,6.838578286855006,2.447047081262985,1.8008340967014809
2842,109.37614134899538,1.3469520361705922,6.838582766479402,2.4470305603893086,1.8003600274910792
2843,109.37584182930539,1.346959341604624,6.838587246106733,2.4470140396271702,1.7998860830793006
2845,109.3755423104356,1.346966647078278,6.838591725736997,2.4469975189765694,1.7994122634332925
2846,109.37524279238605,1.3469739525915547,6.838596205370196,2.4469809984375055,1.79893856852021
2847,109.3749432751567,1.346981258144454,6.8386006850063294,2.4469644780099773,1.7984649983072172
2848,109.37464375874745,1.3469885637369763,6.838605164645398,2.4469479576939843,1.7979915527614867
2849,109.37434424315852,1.346995869369122,6.838609644287399,2.4469314374895257,1.7975182318502003
2850,109.37404472838979,1.3470031750408908,6.838614123932336,2.446914917396601,1.7970450355405476
2851,109.37374521444126,1.3470104807522834,6.8386186035802075,2.446898397415209,1.7965719637997273
2852,109.37344570131293,1.3470177865032997,6.8386230832310115,2.4468818775453496,1.7960990165949469
2853,109.3731461890047,1.34702509229394,6.838627562884752,2.446865357787021,1.795626193893422
2854,109.37284667751678,1.3470323981242047,6.838632042541427,2.4468488381402236,1.7951534956623771
2855,109.37254716684903,1.3470397039940938,6.838636522201036,2.4468323186049563,1.7946809218690458
2856,109.37224765700148,1.3470470099036076,6.838641001863578,2.4468157991812176,1.7942084724806697
2857,109.37194814797412,1.3470543158527464,6.838645481529055,2.4467992798690075,1.7937361474644993
2858,109.37164863976685,1.3470616218415101,6.8386499611974685,2.4467827606683255,1.7932639467877933
2859,109.37134913237986,1.3470689278698993,6.8386544408688135,2.44676624157917,1.7927918704178196
2860,109.37104962581306,1.3470762339379139,6.838658920543095,2.446749722601541,1.7923199183218546
2861,109.37075012006643,1.3470835400455545,6.83866340022031,2.446733203735437,1.791848090467183
2862,109.37045061513997,1.3470908461928208,6.83866787990046,2.4467166849808577,1.7913763868210981
2864,109.3701511110336,1.3470981523797134,6.838672359583543,2.4467001663378025,1.7909048073509026
2865,109.3698516077475,1.3471054586062325,6.838676839269562,2.4466836478062706,1.7904333520239069
2866,109.36955210528157,1.3471127648723782,6.838681318958515,2.446667129386261,1.7899620208074303
2867,109.36925260363581,1.3471200711781506,6.838685798650403,2.446650611077773,1.7894908136688008
