$jpy
                fcst        lower      upper         CI
[139,] -2.966861e-07 -0.015967405 0.01596681 0.01596711
[140,]  2.328917e-07 -0.015966875 0.01596734 0.01596711
[141,] -3.702184e-07 -0.015967478 0.01596674 0.01596711
[142,]  3.064543e-07 -0.015966802 0.01596741 0.01596711
[143,] -5.159209e-07 -0.015967624 0.01596659 0.01596711
[144,] -2.713590e-08 -0.015967135 0.01596708 0.01596711
[145,] -3.024926e-07 -0.015967410 0.01596681 0.01596711
[146,] -1.405571e-08 -0.015967122 0.01596709 0.01596711
[147,] -4.446937e-07 -0.015967553 0.01596666 0.01596711
[148,]  4.950972e-09 -0.015967103 0.01596711 0.01596711
[149,] -3.258546e-07 -0.015967434 0.01596678 0.01596711
[150,] -1.261990e-07 -0.015967234 0.01596698 0.01596711
[151,] -2.556557e-07 -0.015967364 0.01596685 0.01596711
[152,] -6.708701e-08 -0.015967175 0.01596704 0.01596711
[153,] -2.755251e-07 -0.015967383 0.01596683 0.01596711
[154,] -1.720517e-07 -0.015967280 0.01596694 0.01596711
[155,] -1.742150e-07 -0.015967282 0.01596693 0.01596711
[156,] -1.965804e-07 -0.015967305 0.01596691 0.01596711
[157,] -1.429626e-07 -0.015967251 0.01596697 0.01596711
[158,] -1.366755e-07 -0.015967245 0.01596697 0.01596711
[159,] -2.168490e-08 -0.015967130 0.01596709 0.01596711
[160,] -2.043827e-07 -0.015967312 0.01596690 0.01596711

$cny
                fcst        lower       upper          CI
  [1,]  8.706056e-04 -0.002473281 0.004214492 0.003343886
  [2,]  6.256940e-04 -0.004101892 0.005353280 0.004727586
  [3,] -6.908674e-04 -0.005432245 0.004050510 0.004741378
  [4,]  3.759915e-04 -0.004370692 0.005122675 0.004746683
  [5,]  2.933179e-04 -0.004460130 0.005046766 0.004753448
  [6,] -1.547193e-04 -0.004911654 0.004602216 0.004756935
  [7,]  1.271112e-04 -0.004635573 0.004889795 0.004762684
  [8,]  4.014211e-04 -0.004364788 0.005167630 0.004766209
  [9,] -6.492841e-04 -0.005421519 0.004122951 0.004772235
 [10,]  4.861393e-04 -0.004290575 0.005262853 0.004776714
 [11,] -4.777348e-04 -0.005257468 0.004301999 0.004779734
 [12,]  2.476078e-04 -0.004533085 0.005028300 0.004780693
 [13,]  1.533618e-05 -0.004768252 0.004798925 0.004783588
 [14,] -4.782317e-05 -0.004836496 0.004740849 0.004788672
 [15,]  3.143914e-04 -0.004477802 0.005106585 0.004792193
 [16,]  5.244982e-05 -0.004743536 0.004848435 0.004795986
 [17,] -1.287916e-04 -0.004929096 0.004671513 0.004800304
 [18,]  2.181878e-04 -0.004582575 0.005018950 0.004800762
 [19,] -2.645381e-04 -0.005068205 0.004539129 0.004803667
 [20,]  2.360678e-04 -0.004571774 0.005043910 0.004807842
 [21,] -1.899012e-04 -0.005001565 0.004621763 0.004811664
 [22,]  2.686230e-04 -0.004545379 0.005082625 0.004814002
 [23,] -4.512278e-04 -0.005269911 0.004367456 0.004818684
 [24,]  1.708743e-04 -0.004653933 0.004995682 0.004824807
 [25,] -2.839041e-04 -0.005111991 0.004544183 0.004828087
 [26,]  1.603069e-04 -0.004669559 0.004990172 0.004829866
 [27,] -1.298259e-05 -0.004847602 0.004821636 0.004834619
 [28,] -5.971018e-06 -0.004841562 0.004829620 0.004835591
 [29,]  1.881885e-05 -0.004818034 0.004855671 0.004836852
 [30,] -2.770801e-05 -0.004864667 0.004809251 0.004836959
 [31,]  9.986095e-05 -0.004737120 0.004936842 0.004836981
 [32,] -4.675884e-05 -0.004883845 0.004790327 0.004837086
 [33,]  9.910169e-05 -0.004738266 0.004936469 0.004837368
 [34,] -5.438418e-05 -0.004892240 0.004783472 0.004837856
 [35,]  1.381220e-05 -0.004824164 0.004851788 0.004837976
 [36,]  3.157079e-08 -0.004837990 0.004838053 0.004838021
 [37,] -7.840645e-07 -0.004838956 0.004837388 0.004838172
 [38,]  4.579162e-05 -0.004792577 0.004884160 0.004838369
 [39,]  5.061243e-07 -0.004837984 0.004838996 0.004838490
 [40,]  1.308477e-05 -0.004825453 0.004851622 0.004838537
 [41,] -7.920729e-06 -0.004846702 0.004830860 0.004838781
 [42,] -4.120968e-05 -0.004880085 0.004797665 0.004838875
 [43,]  1.295271e-06 -0.004837644 0.004840234 0.004838939
 [44,] -1.146205e-05 -0.004850507 0.004827583 0.004839045
 [45,]  2.924458e-05 -0.004809847 0.004868337 0.004839092
 [46,] -7.022599e-05 -0.004909387 0.004768935 0.004839161
 [47,]  5.290994e-05 -0.004786339 0.004892159 0.004839249
 [48,] -5.934716e-05 -0.004898636 0.004779941 0.004839289
 [49,]  1.242619e-06 -0.004838128 0.004840614 0.004839371
